City_ID,city,country,date,lat,lng,max_temp,humidity,cloudiness,wind_speed
293,Atambua,ID,2021-01-19 03:18:41,-9.1061,124.8925,73.17,93,100,2.91
294,Kalat,PK,2021-01-19 03:18:41,29.0225,66.5916,41.29,67,0,6.02
295,Rodbyhavn,DK,2021-01-19 03:18:41,54.6544,11.352,37.99,92,100,3.0
296,Massaguet,TD,2021-01-19 03:18:41,12.4755,15.4365,66.2,24,30,8.05
297,Jever,DE,2021-01-19 03:18:41,53.5833,7.9,41.0,93,100,13.8
298,Verkhoyansk,RU,2021-01-19 03:15:00,67.5447,133.385,-36.63,79,100,1.54
299,Utete,TZ,2021-01-19 03:18:42,-7.986,38.758,72.86,97,100,1.54
300,Ilebo,CD,2021-01-19 03:18:42,-4.3167,20.5833,70.34,94,100,0.34
301,Mount Isa,AU,2021-01-19 03:18:42,-20.7333,139.5,98.6,25,0,11.5
302,Cherskiy,RU,2021-01-19 03:18:42,68.75,161.3,-41.57,80,59,5.55
303,Luderitz,NA,2021-01-19 03:18:42,-26.6481,15.1594,64.83,82,47,12.88
304,Santa Cruz Do Sul,BR,2021-01-19 03:18:42,-29.7175,-52.4258,66.0,87,0,1.01
305,Necochea,AR,2021-01-19 03:18:42,-38.5473,-58.7368,68.88,51,0,8.1
306,Rorvik,NO,2021-01-19 03:17:51,64.8621,11.2373,30.9,92,0,14.18
307,San Cristobal,VE,2021-01-19 03:18:36,7.7669,-72.225,65.35,88,43,1.34
308,Zhengjiatun,CN,2021-01-19 03:18:43,43.5064,123.5064,2.62,85,84,11.97
309,Marrakesh,MA,2021-01-19 03:15:00,31.6315,-8.0083,44.6,76,40,3.44
310,Gbarnga,LR,2021-01-19 03:18:43,6.9956,-9.4722,66.25,91,1,1.92
311,Shahpura,IN,2021-01-19 03:18:43,27.3833,75.9667,53.6,82,0,2.3
312,Aranos,NA,2021-01-19 03:18:43,-24.1333,19.1167,73.11,26,91,6.38
313,Codrington,AU,2021-01-19 03:18:43,-38.2667,141.9667,61.47,56,0,15.82
314,Hailar,CN,2021-01-19 03:18:43,49.2,119.7,-10.34,89,100,6.69
315,Saint-Augustin,CA,2021-01-19 03:18:43,51.226,-58.6502,29.14,96,99,11.1
316,La Romana,DO,2021-01-19 03:14:59,18.4273,-68.9728,69.8,100,40,9.69
317,Kruisfontein,ZA,2021-01-19 03:18:44,-34.0033,24.7314,60.01,91,0,6.55
318,Rawson,AR,2021-01-19 03:18:44,-43.3002,-65.1023,67.93,56,0,9.51
319,Rosetown,CA,2021-01-19 03:18:00,51.5501,-108.0014,28.4,80,87,17.27
320,Kavieng,PG,2021-01-19 03:18:44,-2.5744,150.7967,84.61,72,76,11.88
321,Saint-Leger,BE,2021-01-19 03:18:44,49.612,5.6569,36.0,92,100,5.01
322,Saint-Francois,FR,2021-01-19 03:18:44,46.4154,3.9054,30.99,93,0,2.3
323,Poum,NC,2021-01-19 03:18:44,-20.2333,164.0167,83.41,75,100,8.46
324,Fortuna,US,2021-01-19 03:18:05,40.5982,-124.1573,51.01,93,1,8.05
325,Montepuez,MZ,2021-01-19 03:18:45,-13.1256,38.9997,69.04,99,93,3.09
326,Norman Wells,CA,2021-01-19 03:18:45,65.282,-126.8329,3.2,85,75,11.5
327,Rochester,US,2021-01-19 03:15:44,43.1548,-77.6156,32.0,93,90,9.22
328,Ransang,PH,2021-01-19 03:18:45,8.9603,117.5828,83.48,70,100,4.56
329,Alice Springs,AU,2021-01-19 03:18:45,-23.7,133.8833,89.6,13,0,16.11
330,Uhlove,UA,2021-01-19 03:18:45,44.8215,33.6045,19.0,67,65,1.01
331,Tahe,CN,2021-01-19 03:18:45,52.3333,124.7333,-11.34,74,6,2.46
332,Khandbari,NP,2021-01-19 03:18:45,27.3747,87.2039,57.51,56,87,0.92
333,Ossora,RU,2021-01-19 03:18:46,59.2353,163.0719,-5.24,86,100,12.33
334,Salinas,US,2021-01-19 03:15:37,36.6777,-121.6555,60.8,44,1,3.44
335,Ambulu,ID,2021-01-19 03:18:46,-8.345,113.6058,83.34,69,96,1.81
336,Upington,ZA,2021-01-19 03:18:46,-28.4478,21.2561,69.8,64,24,2.3
337,Umm Kaddadah,SD,2021-01-19 03:18:46,13.6017,26.6876,59.88,33,0,20.65
338,Kendari,ID,2021-01-19 03:18:46,-3.945,122.4989,79.18,79,100,5.26
339,Zhicheng,CN,2021-01-19 03:18:46,30.2956,111.5047,50.74,48,0,1.45
340,Calafell,ES,2021-01-19 03:18:47,41.2,1.5683,48.0,100,0,4.99
341,Launceston,AU,2021-01-19 03:18:47,-41.45,147.1667,66.0,32,49,14.97
342,Tura,IN,2021-01-19 03:18:47,25.5198,90.2201,66.76,52,3,5.66
343,Borisoglebskiy,RU,2021-01-19 03:18:47,57.2586,39.1508,1.4,85,90,2.24
344,Paraguacu Paulista,BR,2021-01-19 03:18:47,-22.4128,-50.5758,70.47,98,100,5.14
345,Ormara,PK,2021-01-19 03:18:47,25.2088,64.6357,67.26,70,0,2.93
346,Sarkikaraagac,TR,2021-01-19 03:18:47,38.0794,31.3664,17.56,88,15,4.09
347,Wakkanai,JP,2021-01-19 03:18:47,45.4094,141.6739,14.0,79,75,14.97
348,Narsaq,GL,2021-01-19 03:18:47,60.9167,-46.05,15.8,62,100,4.61
349,Pisco,PE,2021-01-19 03:18:48,-13.7,-76.2167,68.0,88,0,8.05
350,Conselheiro Pena,BR,2021-01-19 03:18:48,-19.1722,-41.4722,72.46,83,60,3.62
351,Port Hardy,CA,2021-01-19 03:18:48,50.6996,-127.4199,42.8,100,90,3.44
352,Morondava,MG,2021-01-19 03:18:48,-20.2833,44.2833,79.45,85,100,6.17
353,Jasdan,IN,2021-01-19 03:18:48,22.0333,71.2,66.0,72,0,4.61
354,Chapais,CA,2021-01-19 03:18:48,49.7834,-74.8492,-5.8,77,20,8.05
355,Lockhart,US,2021-01-19 03:18:48,28.6194,-81.4426,55.4,50,1,3.44
356,Cairns,AU,2021-01-19 03:17:42,-16.9167,145.7667,86.0,70,100,8.05
357,Matara,LK,2021-01-19 03:18:49,5.9485,80.5353,79.16,84,28,4.18
358,Muros,ES,2021-01-19 03:18:49,42.7762,-9.0603,46.0,96,2,1.01
359,Bethel,US,2021-01-19 03:18:49,41.3712,-73.414,33.01,59,1,5.75
360,Paoua,CF,2021-01-19 03:18:49,7.2427,16.4406,64.76,27,67,5.77
361,Anito,PH,2021-01-19 03:18:49,12.4497,125.2886,78.4,90,100,15.59
362,Nouadhibou,MR,2021-01-19 03:18:49,20.931,-17.0347,62.6,36,0,19.57
363,Guangyuan,CN,2021-01-19 03:18:49,32.442,105.823,42.01,34,14,3.0
364,Antibes,FR,2021-01-19 03:16:35,43.5624,7.1278,41.0,65,0,11.5
365,Kristiinankaupunki,FI,2021-01-19 03:18:50,62.2743,21.376,29.25,95,98,9.42
366,Hamilton,US,2021-01-19 03:17:58,39.1834,-84.5333,34.0,80,90,5.44
367,Marsh Harbour,BS,2021-01-19 03:18:50,26.5412,-77.0636,67.71,60,94,12.03
368,Bud,US,2021-01-19 03:18:50,39.447,-86.1758,30.99,89,97,5.97
369,Gemona,IT,2021-01-19 03:18:50,46.2794,13.1431,28.99,83,7,4.09
370,Ust-Nera,RU,2021-01-19 03:18:50,64.5667,143.2,-17.93,78,100,4.74
371,Tilichiki,RU,2021-01-19 03:18:50,60.4667,166.1,-24.72,85,11,15.39
372,Aswan,EG,2021-01-19 03:18:50,24.0934,32.907,49.78,52,53,11.05
373,Cayenne,GF,2021-01-19 03:14:15,4.9333,-52.3333,78.8,89,75,4.61
374,Muncie,US,2021-01-19 03:15:17,40.1934,-85.3864,33.8,75,90,4.61
375,Cape Canaveral,US,2021-01-19 03:18:51,28.4058,-80.6048,55.4,76,1,3.44
376,Yeppoon,AU,2021-01-19 03:18:51,-23.1333,150.7333,93.2,36,66,5.75
377,Samarai,PG,2021-01-19 03:18:51,-10.6167,150.6667,87.49,69,84,13.04
378,Orcopampa,PE,2021-01-19 03:18:51,-15.2661,-72.3417,46.26,69,100,2.37
379,Avera,US,2021-01-19 03:18:52,33.194,-82.5271,37.99,70,1,6.33
380,Klaksvik,FO,2021-01-19 03:18:52,62.2266,-6.589,35.6,87,8,6.91
381,Bathsheba,BB,2021-01-19 03:18:52,13.2167,-59.5167,78.8,78,75,20.71
382,Boddam,GB,2021-01-19 03:17:10,57.4667,-1.7833,32.0,93,0,2.3
383,Artyom,AZ,2021-01-19 03:18:52,40.4723,50.333,41.0,81,90,13.8
384,Wajir,KE,2021-01-19 03:18:52,1.7471,40.0573,73.13,69,97,8.95
385,Kamiiso,JP,2021-01-19 03:18:52,41.8167,140.65,23.0,63,75,20.71
386,Impfondo,CG,2021-01-19 03:18:52,1.6381,18.0667,71.69,80,80,2.84
387,Wuwei,CN,2021-01-19 03:18:53,37.9281,102.6414,29.23,63,1,2.17
388,Zlatibor,RS,2021-01-19 03:18:53,43.7168,19.7,23.0,93,90,6.91
389,Lasem,ID,2021-01-19 03:15:15,-6.6922,111.4527,78.42,87,100,17.11
390,Sao Joao Do Piaui,BR,2021-01-19 03:18:53,-8.3581,-42.2467,74.43,72,36,3.31
391,Yulara,AU,2021-01-19 03:18:53,-25.2406,130.9889,93.2,13,0,13.8
392,Dibulla,CO,2021-01-19 03:18:53,11.2725,-73.3091,76.91,75,100,11.59
393,Moerai,PF,2021-01-19 03:18:53,-22.4333,-151.3333,81.03,73,99,8.12
394,Andenes,NO,2021-01-19 03:18:54,69.3143,16.1194,30.2,80,69,13.8
395,Talara,PE,2021-01-19 03:14:13,-4.5772,-81.2719,71.65,82,100,11.23
396,Bowen,AU,2021-01-19 03:16:17,-20.0167,148.2333,80.6,78,90,10.36
397,Topolovatu Mare,RO,2021-01-19 03:18:54,45.7739,21.6189,25.0,100,90,4.61
398,Kenai,US,2021-01-19 03:18:54,60.5544,-151.2583,37.0,80,90,12.66
399,Zhanaozen,KZ,2021-01-19 03:18:54,43.3,52.8,29.57,93,100,12.35
400,Eruwa,NG,2021-01-19 03:18:54,7.5333,3.4167,75.56,86,0,3.91
401,Sakakah,SA,2021-01-19 03:18:54,29.9697,40.2064,42.8,56,0,7.43
402,Ouadda,CF,2021-01-19 03:18:54,8.0777,22.4007,69.69,23,37,7.72
403,Rio Grande,BR,2021-01-19 03:18:54,-32.035,-52.0986,64.0,87,0,8.81
404,Channel-Port Aux Basques,CA,2021-01-19 03:18:55,47.5702,-59.1367,33.93,91,99,15.97
405,Agen,FR,2021-01-19 03:14:13,44.2,0.6333,30.2,93,0,6.91
406,Ayolas,PY,2021-01-19 03:18:55,-27.4,-56.9,66.56,55,0,5.84
407,Rundu,NA,2021-01-19 03:18:55,-17.9333,19.7667,65.46,92,100,8.88
408,Kota Belud,MY,2021-01-19 03:18:55,6.351,116.4305,82.4,83,20,3.44
409,Tarko-Sale,RU,2021-01-19 03:18:55,64.9225,77.785,-28.77,85,3,6.91
410,Saint George,US,2021-01-19 03:18:55,37.1041,-113.5841,48.2,27,1,12.66
411,Tual,ID,2021-01-19 03:18:55,-5.6667,132.75,83.62,75,100,12.01
412,Faanui,PF,2021-01-19 03:18:56,-16.4833,-151.75,81.01,76,3,14.58
413,Roald,NO,2021-01-19 03:18:56,62.5833,6.1333,39.2,60,20,10.36
414,Dzhebariki-Khaya,RU,2021-01-19 03:18:56,62.2167,135.8,-44.46,75,100,1.32
415,Tchollire,CM,2021-01-19 03:18:56,8.4022,14.1698,66.2,26,33,0.36
416,Yuancheng,CN,2021-01-19 03:18:56,36.652,107.7896,33.33,71,0,6.76
417,Yerbogachen,RU,2021-01-19 03:18:57,61.2767,108.0108,-23.42,86,100,10.07
418,Liwale,TZ,2021-01-19 03:18:57,-9.7667,37.9333,72.27,91,100,5.35
419,Nizhniy Kuranakh,RU,2021-01-19 03:18:57,58.8353,125.4869,-31.09,77,1,1.99
420,Fairbanks,US,2021-01-19 03:18:57,64.8378,-147.7164,35.6,44,40,9.22
421,Zhigansk,RU,2021-01-19 03:18:57,66.7697,123.3711,-51.52,76,55,5.68
422,Los Llanos De Aridane,ES,2021-01-19 03:18:57,28.6585,-17.9182,60.8,67,20,8.05
423,Victoria,HK,2021-01-19 03:17:21,22.2855,114.1577,62.01,52,0,1.99
424,San Javier,ES,2021-01-19 03:18:57,37.8063,-0.8374,48.0,100,75,3.44
425,Zlobin,HR,2021-01-19 03:18:57,45.2924,14.6541,33.8,86,0,5.75
426,Lowicz,PL,2021-01-19 03:18:58,52.1071,19.9453,21.2,86,75,3.44
427,Dabakala,CI,2021-01-19 03:18:58,8.3667,-4.4333,72.95,34,1,2.93
428,Pizarro,CO,2021-01-19 03:16:08,4.9533,-77.366,76.59,87,14,0.81
429,Ravar,IR,2021-01-19 03:18:58,31.2656,56.8055,45.72,47,0,3.04
430,Talnakh,RU,2021-01-19 03:18:58,69.4865,88.3972,-22.14,86,48,4.88
431,San Jose,US,2021-01-19 03:15:55,37.3394,-121.895,68.0,11,20,9.22
432,Cockburn Town,TC,2021-01-19 03:18:58,21.4612,-71.1419,78.84,80,100,13.91
433,Wuchi,CN,2021-01-19 03:18:58,29.3786,103.023,36.3,83,91,2.66
434,Daru,PG,2021-01-19 03:18:59,-9.0763,143.2092,87.39,65,100,4.07
435,Xinmin,CN,2021-01-19 03:16:09,41.9908,122.8253,8.6,40,0,4.47
436,Saint-Pierre,RE,2021-01-19 03:18:59,-21.3393,55.4781,82.4,57,0,4.61
437,Poopo,BO,2021-01-19 03:18:59,-18.3667,-66.9667,46.51,70,100,7.83
438,Mandalgovi,MN,2021-01-19 03:18:59,45.7625,106.2708,10.13,88,71,3.94
439,Port Moresby,PG,2021-01-19 03:18:59,-9.4431,147.1797,87.8,70,40,11.5
440,Yar-Sale,RU,2021-01-19 03:19:00,66.8333,70.8333,-18.76,87,99,13.94
441,San Ramon,US,2021-01-19 03:18:05,37.7799,-121.978,64.4,17,1,4.61
442,Sioux Lookout,CA,2021-01-19 03:19:00,50.1001,-91.917,-2.2,78,90,4.61
443,Yumen,CN,2021-01-19 03:19:00,40.2833,97.2,18.99,76,1,20.65
444,Auchel,FR,2021-01-19 03:19:00,50.5034,2.4735,43.0,98,100,5.99
445,Mineiros,BR,2021-01-19 03:19:00,-17.5694,-52.5511,68.76,97,100,2.51
446,Wageningen,NL,2021-01-19 03:19:00,51.9667,5.6667,42.01,87,90,18.41
447,Bandar-E Lengeh,IR,2021-01-19 03:19:01,26.5579,54.8807,62.6,67,0,11.43
448,Eureka,US,2021-01-19 03:19:01,40.8021,-124.1637,51.01,83,1,1.99
449,Namibe,AO,2021-01-19 03:19:01,-15.1961,12.1522,71.4,72,100,4.38
450,Caucel,MX,2021-01-19 03:19:01,21.0167,-89.7167,70.0,78,40,11.5
451,Arlit,NE,2021-01-19 03:19:01,18.7369,7.3853,57.4,32,0,4.14
452,Broome,US,2021-01-19 03:19:01,42.2506,-75.833,28.99,93,75,4.61
453,Aquin,HT,2021-01-19 03:19:01,18.2833,-73.4,74.43,78,100,5.01
454,Gat,IL,2021-01-19 03:15:03,31.61,34.7642,51.01,53,0,1.99
455,Salekhard,RU,2021-01-19 03:19:02,66.53,66.6019,-18.42,82,100,5.19
456,Chabahar,IR,2021-01-19 03:19:02,25.2919,60.643,65.97,78,0,11.12
457,Baykit,RU,2021-01-19 03:19:02,61.67,96.37,-19.52,82,100,3.0
458,Kumylzhenskaya,RU,2021-01-19 03:19:02,49.8809,42.5898,2.3,93,97,2.37
459,Inirida,CO,2021-01-19 03:19:02,3.8653,-67.9239,74.03,95,80,2.51
460,Cabo San Lucas,MX,2021-01-19 03:19:02,22.8909,-109.9124,68.0,37,90,3.44
461,Kloulklubed,PW,2021-01-19 03:19:02,7.0419,134.2556,82.4,78,90,10.36
462,San Quintin,MX,2021-01-19 03:19:02,30.4833,-115.95,62.1,76,86,12.26
463,Deputatskiy,RU,2021-01-19 03:19:03,69.3,139.9,-39.68,84,89,2.19
464,Kongoussi,BF,2021-01-19 03:19:03,13.3258,-1.5347,69.21,23,0,8.68
465,Kuala Terengganu,MY,2021-01-19 03:16:21,5.3302,103.1408,82.4,65,20,6.91
466,Olga,RU,2021-01-19 03:19:03,43.7444,135.2892,-0.67,73,0,17.31
467,Alta,NO,2021-01-19 03:19:03,69.9689,23.2717,19.4,93,58,2.3
468,Meulaboh,ID,2021-01-19 03:19:03,4.1363,96.1285,83.34,68,82,2.51
469,Nishihara,JP,2021-01-19 03:19:03,26.1842,127.7558,66.2,42,75,11.5
470,Carbonia,IT,2021-01-19 03:19:03,39.1672,8.5222,43.0,87,40,1.14
471,Sola,VU,2021-01-19 03:19:04,-13.8833,167.55,83.57,77,47,12.57
472,Minab,IR,2021-01-19 03:19:04,27.1467,57.0801,53.6,94,1,2.3
473,Iroquois Falls,CA,2021-01-19 03:19:04,48.7669,-80.6831,5.0,85,90,5.75
474,Adelaide,AU,2021-01-19 03:14:54,-34.9333,138.6,81.0,41,20,8.05
475,Alta Floresta,BR,2021-01-19 03:19:04,-9.8756,-56.0861,71.42,99,100,1.72
476,Palmer,US,2021-01-19 03:19:04,42.1584,-72.3287,30.99,55,20,8.05
477,Korla,CN,2021-01-19 03:19:04,41.7597,86.1469,21.09,79,100,2.42
478,Russell,US,2021-01-19 03:15:27,32.3502,-85.1999,42.8,75,1,2.53
479,Canton,CN,2021-01-19 03:15:39,23.1167,113.25,62.01,33,0,4.47
480,Sangar,RU,2021-01-19 03:19:05,63.9242,127.4739,-50.24,75,18,3.2
481,Laredo,US,2021-01-19 03:14:58,27.5064,-99.5075,73.4,78,1,19.57
482,Esil,KZ,2021-01-19 03:19:05,51.9556,66.4042,4.71,90,100,7.83
483,Sierpc,PL,2021-01-19 03:19:05,52.8568,19.6691,15.93,97,73,9.98
484,Ukiah,US,2021-01-19 03:19:05,39.1502,-123.2078,57.99,44,1,3.44
485,Ulladulla,AU,2021-01-19 03:19:06,-35.35,150.4667,69.01,52,75,16.11
486,Alakurtti,RU,2021-01-19 03:19:06,66.9672,30.3491,7.29,94,4,4.03
487,San Buenaventura,MX,2021-01-19 03:19:06,27.0833,-101.5333,62.47,32,0,1.36
488,La Asuncion,VE,2021-01-19 03:19:06,11.0333,-63.8628,76.06,88,55,12.03
489,Bull Savanna,JM,2021-01-19 03:19:06,17.8868,-77.5902,72.46,72,100,7.54
490,Balkanabat,TM,2021-01-19 03:19:06,39.5108,54.3671,46.13,79,51,9.35
491,Constantine,DZ,2021-01-19 03:19:06,36.365,6.6147,30.2,93,0,1.14
492,Karratha,AU,2021-01-19 03:19:07,-20.7377,116.8463,101.88,27,31,5.82
493,Nemuro,JP,2021-01-19 03:15:12,43.3236,145.575,23.0,63,75,12.66
494,Muli,MV,2021-01-19 03:19:07,2.9167,73.5667,81.88,70,47,8.21
495,Kushiro,JP,2021-01-19 03:15:22,42.975,144.3747,23.0,63,75,13.8
496,Saint-Louis,SN,2021-01-19 03:19:07,16.3333,-15.0,70.32,18,100,12.17
497,Flinders,AU,2021-01-19 03:19:07,-34.5833,150.8552,72.0,59,31,5.99
498,Mbarara,UG,2021-01-19 03:18:10,-0.608,30.65,65.82,63,90,1.86
499,Great Yarmouth,GB,2021-01-19 03:19:07,52.6083,1.7305,46.4,100,90,11.5
500,Cam Ranh,VN,2021-01-19 03:19:07,11.9214,109.1591,75.2,60,75,14.97
501,Nokaneng,BW,2021-01-19 03:19:07,-19.6667,22.2667,69.26,93,100,12.77
502,Safaga,EG,2021-01-19 03:19:08,26.7292,33.9365,53.6,35,0,11.5
503,Qujing,CN,2021-01-19 03:19:08,25.4833,103.7833,52.0,50,47,18.16
504,Northam,GB,2021-01-19 03:19:08,51.0333,-4.2167,50.0,96,100,14.0
505,Rodrigues Alves,BR,2021-01-19 03:19:08,-7.738,-72.6509,74.28,95,100,2.57
506,Chimoio,MZ,2021-01-19 03:19:08,-19.1164,33.4833,69.8,100,75,5.75
507,Nizwa,OM,2021-01-19 03:19:08,22.9333,57.5333,56.97,50,0,3.09
508,Buarcos,PT,2021-01-19 03:19:09,40.166,-8.8768,48.0,93,0,4.61
509,Uarini,BR,2021-01-19 03:19:09,-2.99,-65.1083,77.0,94,75,6.91
510,Kataysk,RU,2021-01-19 03:15:06,56.289,62.5841,-5.04,86,92,3.76
511,Mahon,ES,2021-01-19 03:19:09,39.8885,4.2658,46.4,87,40,5.75
512,Oussouye,SN,2021-01-19 03:19:09,12.485,-16.5469,68.0,56,0,6.91
513,Kayerkan,RU,2021-01-19 03:19:09,69.3497,87.7602,-22.14,87,100,4.52
514,Freeport,US,2021-01-19 03:18:23,40.6576,-73.5832,39.0,65,1,9.22
515,Opuwo,NA,2021-01-19 03:19:09,-18.0607,13.84,67.98,53,100,3.51
516,Hongjiang,CN,2021-01-19 03:19:09,27.11,109.9956,56.23,42,0,1.61
517,Porangatu,BR,2021-01-19 03:19:10,-13.4408,-49.1486,70.99,92,85,2.21
518,Petropavl,KZ,2021-01-19 03:19:10,54.8753,69.1628,-14.8,84,59,6.71
519,Portland,US,2021-01-19 03:15:04,45.5234,-122.6762,44.6,70,1,5.75
520,Pokhara,NP,2021-01-19 03:19:10,28.2333,83.9833,60.89,37,68,1.36
521,San Alberto,CO,2021-01-19 03:19:10,7.7611,-73.3922,78.12,58,0,2.13
522,Hwange,ZW,2021-01-19 03:19:10,-18.3693,26.5019,69.44,96,100,4.83
523,Chivay,PE,2021-01-19 03:19:10,-15.6383,-71.6011,47.39,66,100,4.79
524,Sorland,NO,2021-01-19 03:19:10,67.667,12.6934,35.85,83,0,18.16
525,Stykkisholmur,IS,2021-01-19 03:19:11,65.0757,-22.7297,28.69,92,50,16.44
526,Hede,CN,2021-01-19 03:19:11,33.7681,120.2517,46.44,59,0,15.66
527,Tazovskiy,RU,2021-01-19 03:19:11,67.4667,78.7,-11.78,89,99,8.5
528,Poitiers,FR,2021-01-19 03:16:03,46.5833,0.3333,34.0,93,0,4.61
529,Calamar,CO,2021-01-19 03:19:11,10.2511,-74.9146,78.8,89,40,13.8
530,Port Hawkesbury,CA,2021-01-19 03:19:11,45.6169,-61.3485,34.0,75,90,13.8
531,Sitka,US,2021-01-19 03:19:11,57.0531,-135.33,46.4,81,90,26.46
532,Itarema,BR,2021-01-19 03:19:11,-2.9248,-39.9167,79.11,79,100,11.25
533,Jaromer,CZ,2021-01-19 03:19:11,50.3562,15.9214,33.01,95,100,13.27
534,Aklavik,CA,2021-01-19 03:19:12,68.2191,-135.0107,3.2,85,100,2.3
535,San Policarpo,PH,2021-01-19 03:19:12,12.1791,125.5072,80.74,86,100,18.72
536,Lata,PT,2021-01-19 03:19:12,40.1629,-8.3327,48.0,93,0,4.61
537,Mahajanga,MG,2021-01-19 03:19:12,-15.7167,46.3167,80.6,89,20,3.44
538,Buala,SB,2021-01-19 03:19:12,-8.145,159.5921,87.03,60,100,5.93
539,Lugovoy,KZ,2021-01-19 03:19:12,42.9472,72.7644,39.74,66,100,6.91
540,Maple Creek,CA,2021-01-19 03:19:12,49.9168,-109.4848,32.0,74,4,11.5
541,Mbengwi,CM,2021-01-19 03:19:12,6.0167,10.0,62.49,36,71,1.54
542,Coihaique,CL,2021-01-19 03:19:12,-45.5752,-72.0662,55.4,94,75,2.3
543,Gorom-Gorom,BF,2021-01-19 03:19:13,14.4439,-0.2361,70.21,22,0,10.13
544,Nipawin,CA,2021-01-19 03:19:13,53.3668,-104.0009,1.4,85,90,8.05
