City_ID,city,lat,lng,max_temp,humidity,cloudiness,wind_speed,country,date,description
393,Sabha,27.0377,14.4283,46.35,51,0,9.82,LY,2021-01-22 01:01:30,clear sky
394,Springbok,-29.6643,17.8865,77.02,18,84,2.98,ZA,2021-01-22 01:01:41,broken clouds
395,Patnos,39.2336,42.8634,-3.82,69,0,1.57,TR,2021-01-22 01:01:41,clear sky
396,Cervignano Del Friuli,45.8211,13.3381,48.2,100,90,4.61,IT,2021-01-22 01:01:41,mist
397,Colares,38.7992,-9.4469,60.01,100,92,24.0,PT,2021-01-22 01:01:16,overcast clouds
398,Refojos De Basto,41.5132,-7.9952,51.01,90,100,8.99,PT,2021-01-22 01:01:42,overcast clouds
399,Simpang,-1.2667,104.0833,78.03,90,100,2.82,ID,2021-01-22 01:01:42,light rain
400,Tutoia,-2.7619,-42.2744,78.55,85,100,9.91,BR,2021-01-22 01:01:42,moderate rain
401,Manggar,-2.8833,108.2667,80.8,79,31,9.6,ID,2021-01-22 01:01:42,light rain
402,Buchach,49.0625,25.388,37.99,82,93,10.09,UA,2021-01-22 01:01:43,overcast clouds
403,Clevelandia,-26.3958,-52.4708,65.12,88,100,8.68,BR,2021-01-22 01:01:43,moderate rain
404,Garowe,8.4054,48.4845,67.48,82,3,7.92,SO,2021-01-22 01:01:43,clear sky
405,Ajaccio,42.0,8.9167,57.2,88,90,14.97,FR,2021-01-22 01:00:58,overcast clouds
406,Mayumba,-3.432,10.6554,78.67,86,100,6.69,GA,2021-01-22 01:01:43,moderate rain
407,Kita,13.0349,-9.4895,71.47,20,100,6.42,ML,2021-01-22 01:01:44,overcast clouds
408,Tigil,57.8,158.6667,-14.69,88,0,1.52,RU,2021-01-22 01:01:44,clear sky
409,Pandan,14.0453,124.1694,83.21,72,100,6.29,PH,2021-01-22 01:01:44,overcast clouds
410,Lamar,33.6668,-95.5836,51.01,93,90,5.75,US,2021-01-22 01:01:44,overcast clouds
411,Leningradskiy,69.3833,178.4167,-13.16,87,100,9.82,RU,2021-01-22 01:01:44,overcast clouds
412,Ambilobe,-13.2,49.05,74.01,94,100,1.23,MG,2021-01-22 01:01:44,overcast clouds
413,Camana,-16.6228,-72.7111,71.47,77,86,8.72,PE,2021-01-22 01:01:45,overcast clouds
414,Chatham,51.3789,0.5279,41.0,84,0,5.99,GB,2021-01-22 01:00:18,clear sky
415,Ati,13.2154,18.3353,61.75,29,0,13.42,TD,2021-01-22 01:01:45,clear sky
416,Necochea,-38.5473,-58.7368,75.0,64,0,5.99,AR,2021-01-22 01:01:45,clear sky
417,Kodinsk,58.6881,99.1844,-18.0,86,100,3.56,RU,2021-01-22 01:01:45,light snow
418,Diamantino,-14.4086,-56.4461,73.33,86,100,2.55,BR,2021-01-22 01:01:46,moderate rain
419,Fairbanks,64.8378,-147.7164,8.6,78,20,4.61,US,2021-01-22 00:57:34,few clouds
420,Stuttgart,48.7823,9.177,50.0,66,40,13.8,DE,2021-01-22 01:01:34,scattered clouds
421,Nizhniy Odes,63.6445,54.856,-10.52,90,100,4.83,RU,2021-01-22 01:01:46,overcast clouds
422,La Ronge,55.1001,-105.2842,12.2,79,99,9.22,CA,2021-01-22 01:01:46,overcast clouds
423,Mersing,2.4312,103.8405,73.4,94,40,4.61,MY,2021-01-22 01:01:47,scattered clouds
424,Nanakuli,21.3906,-158.1547,82.4,51,40,10.36,US,2021-01-22 01:01:47,scattered clouds
425,Touros,-5.1989,-35.4608,78.8,78,0,5.75,BR,2021-01-22 01:01:47,clear sky
426,Yakeshi,49.2833,120.7333,-9.47,89,37,4.5,CN,2021-01-22 00:58:32,scattered clouds
427,Minot,48.2325,-101.2963,14.0,62,90,17.27,US,2021-01-22 01:01:48,overcast clouds
428,Okhotsk,59.3833,143.3,-10.05,83,100,12.12,RU,2021-01-22 01:01:48,overcast clouds
429,Baker City,44.7749,-117.8344,35.6,80,90,3.44,US,2021-01-22 01:01:48,light snow
430,Jaumave,23.4167,-99.3833,77.0,65,1,20.71,MX,2021-01-22 01:01:48,clear sky
431,Payette,44.0782,-116.9338,35.6,80,90,4.61,US,2021-01-22 01:01:48,light snow
432,Inuvik,68.3499,-133.7218,1.4,85,41,4.61,CA,2021-01-22 00:57:17,scattered clouds
433,Port-Cartier,50.0334,-66.8654,10.4,61,100,8.05,CA,2021-01-22 01:01:49,overcast clouds
434,Middelburg,-25.7751,29.4648,57.61,86,0,4.74,ZA,2021-01-22 01:01:49,clear sky
435,Kahului,20.8947,-156.47,80.6,54,40,24.16,US,2021-01-22 01:01:49,scattered clouds
436,Shingu,33.7333,135.9833,53.6,100,75,1.14,JP,2021-01-22 01:00:30,mist
437,Beringovskiy,63.05,179.3167,-0.65,92,100,7.74,RU,2021-01-22 01:01:50,light snow
438,Saint George,37.1041,-113.5841,60.8,33,1,4.61,US,2021-01-22 01:00:06,clear sky
439,Hayden,47.766,-116.7866,34.0,64,90,11.5,US,2021-01-22 01:01:50,overcast clouds
440,Boende,-0.2167,20.8667,73.44,73,81,0.92,CD,2021-01-22 01:01:50,broken clouds
441,Akim Swedru,5.8938,-1.0164,74.93,92,97,1.97,GH,2021-01-22 01:01:50,overcast clouds
442,Mbigou,-1.9005,11.906,67.23,97,7,1.77,GA,2021-01-22 01:01:50,clear sky
443,Puerto Narino,-3.7703,-70.3831,74.61,95,100,1.41,CO,2021-01-22 01:01:51,overcast clouds
444,Flin Flon,54.7682,-101.865,3.2,85,90,2.3,CA,2021-01-22 01:01:51,light snow
445,Balykshi,47.0667,51.8667,8.6,85,40,6.71,KZ,2021-01-22 01:01:51,mist
446,Ivdel,60.6911,60.4206,-17.27,86,100,8.37,RU,2021-01-22 01:01:51,overcast clouds
447,Grenville,12.1167,-61.6167,78.8,78,20,13.8,GD,2021-01-22 01:00:33,few clouds
448,Cleethorpes,53.5605,-0.0323,39.2,87,0,16.11,GB,2021-01-22 01:01:52,clear sky
449,Kupang,-10.1667,123.5833,83.61,75,99,10.25,ID,2021-01-22 01:01:52,overcast clouds
450,Luis Correia,-2.8792,-41.6669,79.3,82,100,12.28,BR,2021-01-22 01:01:52,overcast clouds
451,Pacific Grove,36.6177,-121.9166,53.01,85,100,4.0,US,2021-01-22 01:01:52,overcast clouds
452,Kavaratti,10.5669,72.642,81.46,74,20,10.22,IN,2021-01-22 01:01:52,few clouds
453,Portree,57.4129,-6.1942,37.99,86,100,11.01,GB,2021-01-22 01:01:53,overcast clouds
454,Faya,18.3851,42.4509,51.8,37,0,4.61,SA,2021-01-22 01:01:53,dust
455,Moba,33.2288,105.0179,32.95,67,100,3.27,CN,2021-01-22 01:01:53,overcast clouds
456,Marzuq,14.4,46.4667,55.13,37,2,4.65,YE,2021-01-22 01:01:53,clear sky
457,Panjab,34.388,67.0233,14.14,83,86,2.86,AF,2021-01-22 01:01:53,overcast clouds
458,Megion,61.0296,76.1136,-20.2,76,20,11.18,RU,2021-01-22 01:01:53,few clouds
459,Kuytun,54.3419,101.5036,-7.04,90,100,5.61,RU,2021-01-22 01:01:54,overcast clouds
460,Hervey Bay,-25.2986,152.8535,82.99,57,0,3.0,AU,2021-01-22 01:01:54,clear sky
461,Zalantun,48.0,122.7167,4.28,84,0,5.01,CN,2021-01-22 01:01:04,clear sky
462,Oksfjord,70.2396,22.3479,14.0,85,100,1.14,NO,2021-01-22 01:01:54,overcast clouds
463,Lavrentiya,65.5833,-171.0,24.58,97,100,18.5,RU,2021-01-22 01:01:54,light snow
464,Roald,62.5833,6.1333,41.0,87,20,14.97,NO,2021-01-22 01:01:11,few clouds
465,Sibolga,1.7427,98.7792,78.6,74,100,2.44,ID,2021-01-22 01:01:55,light rain
466,Ulladulla,-35.35,150.4667,86.0,37,0,6.91,AU,2021-01-22 00:56:57,clear sky
467,Nioro,13.35,-15.75,78.26,17,0,8.88,GM,2021-01-22 01:01:55,clear sky
468,Palmer,42.1584,-72.3287,28.99,72,0,4.52,US,2021-01-22 01:01:55,clear sky
469,Mollendo,-17.0231,-72.0147,70.7,77,100,8.68,PE,2021-01-22 01:01:55,overcast clouds
470,Kinablangan,7.6947,126.5503,80.01,77,97,2.37,PH,2021-01-22 01:01:55,light rain
471,Cururupu,-1.8283,-44.8683,77.61,83,100,4.41,BR,2021-01-22 01:01:56,overcast clouds
472,Volot,57.9278,30.7025,31.24,98,100,9.06,RU,2021-01-22 01:01:56,overcast clouds
473,North Battleford,52.7834,-108.2847,17.6,79,90,6.91,CA,2021-01-22 01:01:56,light snow
474,Tateyama,34.9833,139.8667,53.6,66,20,4.61,JP,2021-01-22 01:01:56,few clouds
475,Bambanglipuro,-7.95,110.2833,80.15,78,100,3.62,ID,2021-01-22 01:01:53,overcast clouds
476,Qui Nhon,13.7667,109.2333,71.71,83,90,8.34,VN,2021-01-22 01:01:57,overcast clouds
477,Tilichiki,60.4667,166.1,-4.47,92,100,8.66,RU,2021-01-22 01:01:57,overcast clouds
478,Falavarjan,32.5553,51.5097,21.2,63,0,4.61,IR,2021-01-22 01:01:57,clear sky
479,Chuguyevka,44.1653,133.8633,11.01,89,35,2.19,RU,2021-01-22 01:01:57,scattered clouds
480,Martapura,-3.4167,114.85,82.33,77,100,3.22,ID,2021-01-22 01:00:41,overcast clouds
481,Ponta Delgada,37.7333,-25.6667,55.99,82,20,3.44,PT,2021-01-22 01:01:58,few clouds
482,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.16,82,82,9.13,BR,2021-01-22 01:01:58,broken clouds
483,Fayaoue,-20.65,166.5333,79.7,74,100,18.07,NC,2021-01-22 01:01:58,light rain
484,Seoul,37.5683,126.9778,41.0,93,75,3.44,KR,2021-01-22 01:01:58,mist
485,Petawawa,45.9001,-77.3328,32.0,86,90,4.61,CA,2021-01-22 01:00:07,overcast clouds
486,Bridgwater,51.1284,-3.0036,41.0,92,36,1.99,GB,2021-01-22 01:01:59,scattered clouds
487,Makakilo City,21.3469,-158.0858,82.4,51,40,10.36,US,2021-01-22 01:00:00,scattered clouds
488,San Javier,37.8063,-0.8374,61.0,63,99,9.22,ES,2021-01-22 01:01:59,overcast clouds
489,Adwa,14.1646,38.8955,54.59,67,99,4.88,ET,2021-01-22 01:01:59,overcast clouds
490,Karak,31.1667,35.75,35.6,80,0,11.5,JO,2021-01-22 01:01:59,clear sky
491,Beloslav,43.1833,27.7,39.0,80,0,3.44,BG,2021-01-22 01:02:00,clear sky
492,Norman Wells,65.282,-126.8329,5.0,85,90,3.44,CA,2021-01-22 01:02:00,light snow
493,Ashington,50.9331,-0.3909,39.0,3,0,3.0,GB,2021-01-22 01:02:00,clear sky
494,Jibuti,11.5,42.5,71.6,73,1,3.44,DJ,2021-01-22 00:57:19,haze
495,Cradock,-32.1642,25.6192,72.77,61,28,1.86,ZA,2021-01-22 01:02:00,scattered clouds
496,Khani,41.9563,42.9566,32.0,80,0,8.05,GE,2021-01-22 01:02:01,clear sky
497,Qostanay,53.1667,63.5833,-4.0,84,0,8.95,KZ,2021-01-22 01:02:01,clear sky
498,Kayerkan,69.3497,87.7602,-40.65,77,0,2.95,RU,2021-01-22 01:02:01,clear sky
499,Bela,25.9333,81.9833,47.73,56,0,3.38,IN,2021-01-22 01:02:01,clear sky
500,Balkhash,46.844,74.9804,27.82,97,100,1.66,KZ,2021-01-22 01:02:01,overcast clouds
501,Te Anau,-45.4167,167.7167,63.91,53,4,6.93,NZ,2021-01-22 01:01:21,clear sky
502,Huizhou,23.0833,114.4,66.99,83,84,3.65,CN,2021-01-22 01:02:02,broken clouds
503,Libreville,0.3925,9.4537,82.4,78,20,4.79,GA,2021-01-22 00:58:16,few clouds
504,Chandur Bazar,21.2417,77.7456,60.66,31,23,3.09,IN,2021-01-22 01:02:02,few clouds
505,Odweyne,9.4092,45.064,65.71,34,1,3.29,SO,2021-01-22 01:02:02,clear sky
506,Iquitos,-3.7481,-73.2472,75.2,94,75,2.3,PE,2021-01-22 01:02:02,light intensity drizzle
507,Dobryanka,58.4619,56.4165,-4.0,84,75,2.24,RU,2021-01-22 01:02:03,light snow
508,Almaznyy,48.0448,40.045,15.8,86,75,2.24,RU,2021-01-22 01:02:03,broken clouds
509,Tariba,7.8188,-72.2243,67.8,82,63,0.07,VE,2021-01-22 01:02:03,light rain
510,Tolbazy,54.0241,55.8825,8.6,85,90,13.42,RU,2021-01-22 01:02:03,snow
511,Krasnozerskoye,53.9828,79.2374,-5.91,92,74,8.14,RU,2021-01-22 01:02:04,broken clouds
512,Southbridge,42.0751,-72.0334,27.0,56,0,4.56,US,2021-01-22 01:02:04,clear sky
513,Waddan,29.1614,16.139,48.24,48,36,10.27,LY,2021-01-22 01:02:04,scattered clouds
514,Saint-Francois,46.4154,3.9054,51.01,71,90,13.8,FR,2021-01-22 01:02:04,overcast clouds
515,Tignere,7.3667,12.65,62.28,29,98,2.26,CM,2021-01-22 01:02:04,overcast clouds
516,Stornoway,58.2093,-6.3865,37.0,93,75,13.8,GB,2021-01-22 01:02:05,broken clouds
517,Kidal,18.4411,1.4078,60.1,28,0,11.65,ML,2021-01-22 01:02:05,clear sky
518,El Real De Santa Maria,8.109,-77.7325,75.09,90,49,1.9,PA,2021-01-22 01:02:05,scattered clouds
519,Grafton,42.207,-71.6856,28.0,68,40,9.22,US,2021-01-22 01:02:05,scattered clouds
520,Kashi,39.4547,75.9797,23.0,68,20,8.95,CN,2021-01-22 01:02:06,few clouds
521,Sivaki,52.6333,126.75,-20.94,85,0,4.52,RU,2021-01-22 01:02:06,clear sky
522,Bubaque,11.2833,-15.8333,77.77,71,100,10.94,GW,2021-01-22 01:02:06,overcast clouds
523,Yablonovo,50.8523,37.3574,24.8,100,90,13.42,RU,2021-01-22 01:02:06,mist
524,Mega,4.05,38.3,63.43,64,100,17.49,ET,2021-01-22 01:02:06,overcast clouds
525,Tagusao,9.1924,117.8141,79.09,82,92,3.94,PH,2021-01-22 01:02:07,overcast clouds
526,Matveyevka,52.15,56.1833,-2.2,78,90,8.95,RU,2021-01-22 01:02:07,light snow
527,Waingapu,-9.6567,120.2641,84.06,68,78,8.12,ID,2021-01-22 01:02:07,broken clouds
528,Madoc,44.5084,-77.4745,35.01,60,100,7.78,CA,2021-01-22 01:02:07,overcast clouds
529,Ilhabela,-23.7781,-45.3581,75.74,86,100,4.99,BR,2021-01-22 01:01:03,overcast clouds
530,Maltahohe,-24.8333,16.9833,81.27,37,100,7.85,NA,2021-01-22 01:02:07,overcast clouds
531,Karratha,-20.7377,116.8463,88.75,50,100,6.87,AU,2021-01-22 01:02:08,overcast clouds
532,Marienburg,54.0359,19.0266,39.2,75,0,11.5,PL,2021-01-22 01:02:08,clear sky
533,Mahanoro,-19.9,48.8,77.77,90,89,5.19,MG,2021-01-22 01:02:08,overcast clouds
534,Camocim,-2.9022,-40.8411,77.85,84,100,10.65,BR,2021-01-22 01:02:08,overcast clouds
535,Agirish,61.9247,63.0231,-18.72,87,100,8.97,RU,2021-01-22 01:02:08,overcast clouds
536,Ilulissat,69.2167,-51.1,19.4,49,20,3.44,GL,2021-01-22 01:02:09,few clouds
537,Severnyy,50.677,36.5532,24.8,100,90,13.42,RU,2021-01-22 01:02:09,light snow
538,Shenzhen,22.5455,114.0683,70.0,89,66,2.91,CN,2021-01-22 01:02:09,broken clouds
539,Japura,-0.3167,102.35,75.9,92,100,0.34,ID,2021-01-22 01:02:09,light rain
540,Evans,33.5337,-82.1307,55.99,87,100,3.0,US,2021-01-22 00:58:02,overcast clouds
541,Kisaran,2.9845,99.6158,75.22,84,96,1.86,ID,2021-01-22 01:02:09,overcast clouds
542,Fairview,40.8126,-73.999,39.99,48,1,5.61,US,2021-01-22 01:02:10,clear sky
543,Sayyan,15.1718,44.3244,41.67,59,91,5.86,YE,2021-01-22 01:02:10,overcast clouds
544,Turbat,26.0023,63.044,58.68,85,0,2.3,PK,2021-01-22 01:02:10,clear sky
545,Xacmaz,41.4635,48.806,27.81,93,23,2.91,AZ,2021-01-22 01:02:10,few clouds
546,Santa Maria,-29.6842,-53.8069,75.2,83,75,6.91,BR,2021-01-22 00:58:44,broken clouds
547,Nur,52.6683,22.3221,37.0,77,13,4.0,PL,2021-01-22 01:02:10,few clouds
548,Erdenet,49.0333,104.0833,9.34,85,28,3.38,MN,2021-01-22 01:02:11,scattered clouds
549,Lagos,6.5833,3.75,75.42,91,39,0.47,NG,2021-01-22 01:01:00,scattered clouds
550,Kloulklubed,7.0419,134.2556,84.2,79,75,6.91,PW,2021-01-22 01:02:11,light rain
551,Broome,42.2506,-75.833,32.0,64,90,4.61,US,2021-01-22 01:02:11,overcast clouds
552,Karpathos,35.507,27.2132,55.4,67,0,3.44,GR,2021-01-22 01:02:12,clear sky
553,Muriae,-21.1306,-42.3664,69.78,89,85,2.26,BR,2021-01-22 01:02:12,overcast clouds
554,Veraval,20.9,70.3667,65.1,62,0,11.5,IN,2021-01-22 01:00:24,clear sky
555,Oyama,36.3,139.8,46.0,75,20,1.14,JP,2021-01-22 01:02:12,few clouds
556,Albury,-36.0833,146.9167,91.0,30,100,6.91,AU,2021-01-22 01:00:02,overcast clouds
557,Svetlogorsk,52.6333,29.7333,34.18,91,100,10.98,BY,2021-01-22 01:01:22,overcast clouds
558,Tiznit,29.5833,-9.5,53.73,74,0,1.7,MA,2021-01-22 01:01:30,clear sky
559,Azare,11.6765,10.1948,61.48,30,29,10.4,NG,2021-01-22 01:02:13,scattered clouds
560,Xihe,31.6864,113.4659,49.08,60,100,1.66,CN,2021-01-22 01:02:13,overcast clouds
561,Verkhoyansk,67.5447,133.385,-30.87,81,100,1.1,RU,2021-01-22 01:02:13,overcast clouds
562,Alice Springs,-23.7,133.8833,95.0,8,100,16.11,AU,2021-01-22 01:02:13,overcast clouds
563,Salisbury,51.0693,-1.7957,35.6,93,0,8.05,GB,2021-01-22 01:01:40,clear sky
564,Rafraf,37.1904,10.1837,48.2,81,40,4.61,TN,2021-01-22 01:02:13,scattered clouds
565,Alta Floresta,-9.8756,-56.0861,70.52,97,100,2.93,BR,2021-01-22 01:02:14,overcast clouds
566,Rio Gallegos,-51.6226,-69.2181,64.4,27,0,12.66,AR,2021-01-22 01:02:14,clear sky
567,Hit,33.6416,42.8251,40.5,64,0,9.64,IQ,2021-01-22 01:02:14,clear sky
568,Port-Gentil,-0.7193,8.7815,80.82,77,100,6.4,GA,2021-01-22 01:02:14,light rain
569,Kirakira,-10.4544,161.9205,84.76,69,100,11.5,SB,2021-01-22 01:02:14,overcast clouds
570,Badarwas,24.9667,77.5667,53.82,39,0,2.86,IN,2021-01-22 01:02:14,clear sky
571,Draganesti,45.7833,27.4667,33.12,94,100,4.92,RO,2021-01-22 01:02:15,overcast clouds
572,Tingi,-11.3,35.0333,65.32,91,100,2.82,TZ,2021-01-22 01:02:15,light rain
573,Hirara,24.8,125.2833,71.6,100,75,13.8,JP,2021-01-22 01:02:15,light rain
574,Anchorage,61.2181,-149.9003,34.0,69,75,4.61,US,2021-01-22 01:02:15,broken clouds
575,Ercis,39.0287,43.3586,6.8,72,20,3.44,TR,2021-01-22 01:02:15,few clouds
576,Caravelas,-17.7125,-39.2481,75.56,80,7,5.01,BR,2021-01-22 01:02:16,clear sky
577,Tonantins,-2.8731,-67.8022,72.93,96,73,1.81,BR,2021-01-22 01:02:16,broken clouds
578,Bardiyah,31.7561,25.0865,52.05,62,7,2.95,LY,2021-01-22 01:02:16,clear sky
579,Rudnogorsk,57.2639,103.7519,-17.41,89,100,2.53,RU,2021-01-22 01:02:16,overcast clouds
580,Banjar,-8.19,114.9675,84.65,59,36,4.18,ID,2021-01-22 01:02:16,scattered clouds
581,Dicabisagan,17.0818,122.4157,80.35,77,47,3.8,PH,2021-01-22 01:02:16,scattered clouds
582,Shumskiy,54.8318,99.1328,7.34,91,100,3.69,RU,2021-01-22 01:02:17,overcast clouds
583,Lata,40.1629,-8.3327,59.0,88,100,5.99,PT,2021-01-22 01:02:17,overcast clouds
584,Sao Filipe,14.8961,-24.4956,72.57,71,100,7.43,CV,2021-01-22 01:02:17,overcast clouds
585,Kochki,54.3358,80.4806,-0.2,93,83,8.39,RU,2021-01-22 01:02:17,broken clouds
586,Willmar,45.1219,-95.0433,10.4,72,1,20.71,US,2021-01-22 01:02:17,clear sky
587,Svetlaya,46.5389,138.3297,9.16,77,0,8.75,RU,2021-01-22 01:02:18,clear sky
588,Shenjiamen,29.9576,122.298,51.33,98,99,8.86,CN,2021-01-22 01:02:18,overcast clouds
589,Octeville,49.6261,-1.6435,43.0,87,75,8.05,FR,2021-01-22 01:02:18,broken clouds
590,Ahuimanu,21.4447,-157.8378,82.4,61,75,9.22,US,2021-01-22 01:02:18,broken clouds
591,Mandalgovi,45.7625,106.2708,9.1,85,0,6.93,MN,2021-01-22 01:02:18,clear sky
592,Biberist,47.1856,7.5601,44.6,87,40,14.97,CH,2021-01-22 01:02:18,light rain
593,Talcahuano,-36.7167,-73.1167,57.2,94,75,11.5,CL,2021-01-22 01:00:15,broken clouds
594,Siuna,13.7332,-84.7773,71.64,90,2,4.29,NI,2021-01-22 01:02:19,clear sky
595,Chara,56.9064,118.2631,-28.48,67,0,0.94,RU,2021-01-22 01:01:38,clear sky
596,Bezhta,42.1338,46.1283,5.77,71,0,4.68,RU,2021-01-22 01:02:19,clear sky
597,Vrangel,42.7297,133.0839,25.92,86,0,8.19,RU,2021-01-22 01:02:19,clear sky
598,Chirongui,-12.9319,45.1483,80.6,83,40,11.5,YT,2021-01-22 01:02:19,scattered clouds
599,Laguna,38.421,-121.4238,60.01,33,1,4.61,US,2021-01-22 01:02:20,clear sky
600,Cascais,38.6979,-9.4215,60.01,100,97,24.38,PT,2021-01-22 01:02:20,overcast clouds
601,Altay,47.8667,88.1167,21.94,85,87,4.18,CN,2021-01-22 01:02:20,overcast clouds
602,Hearst,49.6835,-83.6665,5.0,78,100,8.05,CA,2021-01-22 01:02:20,overcast clouds
603,Igrim,63.1906,64.4162,-26.09,84,100,11.54,RU,2021-01-22 01:02:20,overcast clouds
604,Mahibadhoo,3.7833,72.9667,82.45,65,97,5.39,MV,2021-01-22 01:02:20,overcast clouds
605,Katiola,8.1333,-5.1,78.8,34,0,6.91,CI,2021-01-22 01:02:21,clear sky
606,Victor Harbor,-35.5667,138.6167,84.99,34,61,4.0,AU,2021-01-22 01:02:21,broken clouds
607,Khandbari,27.3747,87.2039,47.59,56,0,2.1,NP,2021-01-22 01:02:21,clear sky
608,Barra Do Garcas,-15.89,-52.2567,73.36,80,95,0.49,BR,2021-01-22 00:59:58,overcast clouds
609,Puerto Baquerizo Moreno,-0.9,-89.6,75.83,89,65,9.95,EC,2021-01-22 01:02:21,broken clouds
610,Ankazoabo,-22.2833,44.5167,74.21,84,100,1.59,MG,2021-01-22 01:02:21,overcast clouds
611,Fuling,29.7022,107.3919,47.43,85,100,1.63,CN,2021-01-22 01:02:22,overcast clouds
612,Vikulovo,56.8167,70.6107,-17.09,89,99,7.58,RU,2021-01-22 01:02:00,overcast clouds
613,Katherine,-14.4667,132.2667,82.4,74,40,5.75,AU,2021-01-22 01:02:22,scattered clouds
614,Trairi,-3.2778,-39.2689,78.46,82,100,7.58,BR,2021-01-22 01:02:22,overcast clouds
615,Sarkand,45.41,79.9186,34.48,71,100,4.61,KZ,2021-01-22 01:02:22,overcast clouds
616,Vega De Alatorre,20.0333,-96.6333,73.45,87,0,10.67,MX,2021-01-22 01:02:22,clear sky
617,Honiara,-9.4333,159.95,85.1,62,84,7.67,SB,2021-01-22 01:02:23,broken clouds
618,Belmonte,-15.8631,-38.8828,78.8,69,20,6.91,BR,2021-01-22 01:02:23,few clouds
619,Harnosand,62.6323,17.9379,37.99,100,90,10.36,SE,2021-01-22 01:02:23,overcast clouds
620,Sartell,45.6216,-94.2069,10.4,61,1,13.8,US,2021-01-22 01:02:23,clear sky
621,Lerwick,60.1545,-1.1494,41.0,81,75,20.71,GB,2021-01-22 01:02:24,broken clouds
622,Palana,59.1167,159.9667,-10.57,91,68,0.87,RU,2021-01-22 01:02:24,broken clouds
623,Honningsvag,70.9821,25.9704,23.58,90,100,30.82,NO,2021-01-22 01:02:24,overcast clouds
624,Aflao,6.116,1.1914,80.6,89,20,5.75,TG,2021-01-22 01:02:24,few clouds
625,Virginia Beach,36.8529,-75.978,46.99,49,20,6.91,US,2021-01-22 01:02:24,few clouds
626,Rumonge,-3.9736,29.4386,71.58,79,100,1.79,BI,2021-01-22 01:02:24,overcast clouds
627,Port Hedland,-20.3167,118.5667,86.0,51,75,18.41,AU,2021-01-22 01:02:25,broken clouds
628,Santiago Del Estero,-27.7951,-64.2615,81.0,56,0,1.99,AR,2021-01-22 01:02:25,clear sky
629,Urucui,-7.2294,-44.5561,74.82,89,95,4.03,BR,2021-01-22 01:02:25,overcast clouds
630,Rawson,-43.3002,-65.1023,75.96,46,0,12.37,AR,2021-01-22 01:02:25,clear sky
631,Goderich,43.7501,-81.7165,35.6,75,100,20.71,CA,2021-01-22 01:01:44,overcast clouds
632,Barabai,-2.5833,115.3833,82.99,72,90,1.97,ID,2021-01-22 01:02:26,moderate rain
633,Alihe,50.5667,123.7167,-7.11,85,0,2.73,CN,2021-01-22 01:02:26,clear sky
634,Requena,39.4883,-1.1004,62.6,59,75,13.8,ES,2021-01-22 01:02:26,broken clouds
635,Namibe,-15.1961,12.1522,73.26,74,100,7.74,AO,2021-01-22 01:02:26,overcast clouds
636,Moosomin,50.1333,-101.6677,-2.31,92,26,8.01,CA,2021-01-22 01:02:27,scattered clouds
637,Oranjemund,-28.55,16.4333,67.01,76,30,6.06,NA,2021-01-22 01:00:44,scattered clouds
638,Nemuro,43.3236,145.575,23.0,80,20,3.44,JP,2021-01-22 01:02:27,few clouds
639,Muyezerskiy,63.9333,31.65,7.11,92,100,13.67,RU,2021-01-22 01:02:27,light snow
640,Jati,24.3539,68.2671,63.57,92,0,9.51,PK,2021-01-22 01:02:28,clear sky
641,Nichinan,31.6,131.3667,59.0,94,40,5.75,JP,2021-01-22 01:02:28,scattered clouds
642,Cap Malheureux,-19.9842,57.6142,77.0,82,30,3.0,MU,2021-01-22 01:02:28,scattered clouds
643,Namatanai,-3.6667,152.4333,84.07,60,99,8.14,PG,2021-01-22 01:02:28,overcast clouds
644,Bac Lieu,9.285,105.7244,77.67,75,85,4.79,VN,2021-01-22 01:00:56,overcast clouds
645,Arroyo Grande,35.1186,-120.5907,59.0,58,1,14.97,US,2021-01-22 01:02:29,clear sky
646,Sur,22.5667,59.5289,68.79,48,0,3.98,OM,2021-01-22 01:02:29,clear sky
647,Balabac,7.9868,117.0645,80.98,81,82,13.4,PH,2021-01-22 01:02:29,broken clouds
648,North Bend,43.4065,-124.2243,52.0,71,90,8.05,US,2021-01-22 01:02:29,overcast clouds
649,Plettenberg Bay,-34.0527,23.3716,69.67,82,100,1.48,ZA,2021-01-22 01:02:29,overcast clouds
650,Luanda,-8.8368,13.2343,77.0,83,20,5.75,AO,2021-01-22 01:02:30,few clouds
651,Pospelikha,51.95,81.7667,14.92,96,100,8.21,RU,2021-01-22 01:02:30,snow
652,Shahr-E Babak,30.1165,55.1186,31.5,81,62,8.08,IR,2021-01-22 01:02:30,broken clouds
653,Rayadrug,14.7,76.8667,68.47,59,0,3.53,IN,2021-01-22 01:02:30,clear sky
654,Ust-Tsilma,65.441,52.1498,-11.85,89,100,3.51,RU,2021-01-22 01:02:30,overcast clouds
655,Ippy,6.2679,21.2247,69.46,31,43,5.17,CF,2021-01-22 01:02:30,scattered clouds
656,Aranda De Duero,41.6704,-3.6892,43.34,84,91,18.12,ES,2021-01-22 01:02:31,overcast clouds
657,Vardo,70.3705,31.1107,22.8,94,100,23.09,NO,2021-01-22 01:01:20,light snow
658,Paamiut,61.994,-49.6678,24.48,86,1,6.78,GL,2021-01-22 01:02:31,clear sky
